attack,pair_id,guard_off_present,guard_on_present,prompt_sequence_equal,guard_off_prompt_sha256,guard_on_prompt_sha256,prompt_style,attack_family_label_present,prompt_style_source,original_top_level_prompt_style_available
A03,A03__sensitivity_eval_mode__t5_r006_aloe_vera_gel__protected__history5__iteration01,True,True,True,5085d9320f43a6043e1194d1e1efa2401d0a3774ef7c128dec10db6f07103c45,5085d9320f43a6043e1194d1e1efa2401d0a3774ef7c128dec10db6f07103c45,inferred-neutral,False,offline_record_audit,False
A03,A03__sensitivity_eval_mode__t5_r006_aloe_vera_gel__protected__history5__iteration02,True,True,True,5085d9320f43a6043e1194d1e1efa2401d0a3774ef7c128dec10db6f07103c45,5085d9320f43a6043e1194d1e1efa2401d0a3774ef7c128dec10db6f07103c45,inferred-neutral,False,offline_record_audit,False
A03,A03__sensitivity_eval_mode__t5_r006_aloe_vera_gel__protected__history5__iteration03,True,True,True,5085d9320f43a6043e1194d1e1efa2401d0a3774ef7c128dec10db6f07103c45,5085d9320f43a6043e1194d1e1efa2401d0a3774ef7c128dec10db6f07103c45,inferred-neutral,False,offline_record_audit,False
A03,A03__sensitivity_eval_mode__t5_r006_aloe_vera_gel__protected__history5__iteration04,True,True,True,5085d9320f43a6043e1194d1e1efa2401d0a3774ef7c128dec10db6f07103c45,5085d9320f43a6043e1194d1e1efa2401d0a3774ef7c128dec10db6f07103c45,inferred-neutral,False,offline_record_audit,False
A03,A03__sensitivity_eval_mode__t5_r006_aloe_vera_gel__protected__history5__iteration05,True,True,True,5085d9320f43a6043e1194d1e1efa2401d0a3774ef7c128dec10db6f07103c45,5085d9320f43a6043e1194d1e1efa2401d0a3774ef7c128dec10db6f07103c45,inferred-neutral,False,offline_record_audit,False
A03,A03__sensitivity_eval_mode__t5_r006_aloe_vera_gel__public__history1__iteration01,True,True,True,5b099b4097007c26e35125da00d2fbe6bbb5262e1f50d1928bfaf274f7869b50,5b099b4097007c26e35125da00d2fbe6bbb5262e1f50d1928bfaf274f7869b50,inferred-neutral,False,offline_record_audit,False
A03,A03__sensitivity_eval_mode__t5_r006_aloe_vera_gel__public__history1__iteration02,True,True,True,5b099b4097007c26e35125da00d2fbe6bbb5262e1f50d1928bfaf274f7869b50,5b099b4097007c26e35125da00d2fbe6bbb5262e1f50d1928bfaf274f7869b50,inferred-neutral,False,offline_record_audit,False
A03,A03__sensitivity_eval_mode__t5_r006_aloe_vera_gel__public__history1__iteration03,True,True,True,5b099b4097007c26e35125da00d2fbe6bbb5262e1f50d1928bfaf274f7869b50,5b099b4097007c26e35125da00d2fbe6bbb5262e1f50d1928bfaf274f7869b50,inferred-neutral,False,offline_record_audit,False
A03,A03__sensitivity_eval_mode__t5_r006_aloe_vera_gel__public__history1__iteration04,True,True,True,5b099b4097007c26e35125da00d2fbe6bbb5262e1f50d1928bfaf274f7869b50,5b099b4097007c26e35125da00d2fbe6bbb5262e1f50d1928bfaf274f7869b50,inferred-neutral,False,offline_record_audit,False
A03,A03__sensitivity_eval_mode__t5_r006_aloe_vera_gel__public__history1__iteration05,True,True,True,5b099b4097007c26e35125da00d2fbe6bbb5262e1f50d1928bfaf274f7869b50,5b099b4097007c26e35125da00d2fbe6bbb5262e1f50d1928bfaf274f7869b50,inferred-neutral,False,offline_record_audit,False
A03,A03__sensitivity_eval_mode__t5_r006_aloe_vera_gel__public__history3__iteration01,True,True,True,17de7270b24e89c05879c3cdffcfad7bf98b8e20eb732a29d66277f8c5b2109b,17de7270b24e89c05879c3cdffcfad7bf98b8e20eb732a29d66277f8c5b2109b,inferred-neutral,False,offline_record_audit,False
A03,A03__sensitivity_eval_mode__t5_r006_aloe_vera_gel__public__history3__iteration02,True,True,True,17de7270b24e89c05879c3cdffcfad7bf98b8e20eb732a29d66277f8c5b2109b,17de7270b24e89c05879c3cdffcfad7bf98b8e20eb732a29d66277f8c5b2109b,inferred-neutral,False,offline_record_audit,False
A03,A03__sensitivity_eval_mode__t5_r006_aloe_vera_gel__public__history3__iteration03,True,True,True,17de7270b24e89c05879c3cdffcfad7bf98b8e20eb732a29d66277f8c5b2109b,17de7270b24e89c05879c3cdffcfad7bf98b8e20eb732a29d66277f8c5b2109b,inferred-neutral,False,offline_record_audit,False
A03,A03__sensitivity_eval_mode__t5_r006_aloe_vera_gel__public__history3__iteration04,True,True,True,17de7270b24e89c05879c3cdffcfad7bf98b8e20eb732a29d66277f8c5b2109b,17de7270b24e89c05879c3cdffcfad7bf98b8e20eb732a29d66277f8c5b2109b,inferred-neutral,False,offline_record_audit,False
A03,A03__sensitivity_eval_mode__t5_r006_aloe_vera_gel__public__history3__iteration05,True,True,True,17de7270b24e89c05879c3cdffcfad7bf98b8e20eb732a29d66277f8c5b2109b,17de7270b24e89c05879c3cdffcfad7bf98b8e20eb732a29d66277f8c5b2109b,inferred-neutral,False,offline_record_audit,False
A03,A03__sensitivity_eval_mode__t5_r006_aloe_vera_gel__public__history5__iteration01,True,True,True,5085d9320f43a6043e1194d1e1efa2401d0a3774ef7c128dec10db6f07103c45,5085d9320f43a6043e1194d1e1efa2401d0a3774ef7c128dec10db6f07103c45,inferred-neutral,False,offline_record_audit,False
A03,A03__sensitivity_eval_mode__t5_r006_aloe_vera_gel__public__history5__iteration02,True,True,True,5085d9320f43a6043e1194d1e1efa2401d0a3774ef7c128dec10db6f07103c45,5085d9320f43a6043e1194d1e1efa2401d0a3774ef7c128dec10db6f07103c45,inferred-neutral,False,offline_record_audit,False
A03,A03__sensitivity_eval_mode__t5_r006_aloe_vera_gel__public__history5__iteration03,True,True,True,5085d9320f43a6043e1194d1e1efa2401d0a3774ef7c128dec10db6f07103c45,5085d9320f43a6043e1194d1e1efa2401d0a3774ef7c128dec10db6f07103c45,inferred-neutral,False,offline_record_audit,False
A03,A03__sensitivity_eval_mode__t5_r006_aloe_vera_gel__public__history5__iteration04,True,True,True,5085d9320f43a6043e1194d1e1efa2401d0a3774ef7c128dec10db6f07103c45,5085d9320f43a6043e1194d1e1efa2401d0a3774ef7c128dec10db6f07103c45,inferred-neutral,False,offline_record_audit,False
A03,A03__sensitivity_eval_mode__t5_r006_aloe_vera_gel__public__history5__iteration05,True,True,True,5085d9320f43a6043e1194d1e1efa2401d0a3774ef7c128dec10db6f07103c45,5085d9320f43a6043e1194d1e1efa2401d0a3774ef7c128dec10db6f07103c45,inferred-neutral,False,offline_record_audit,False
A05,A05__secure_rag_mode__r001_pure_cream__internal__turns1__iteration01,True,True,True,f33d1472a78706c24c7a7716216fef9487f8dbf3d724d3c6c6d44d8a35958d66,f33d1472a78706c24c7a7716216fef9487f8dbf3d724d3c6c6d44d8a35958d66,inferred-neutral,False,offline_record_audit,False
A05,A05__secure_rag_mode__r001_pure_cream__internal__turns1__iteration02,True,True,True,f33d1472a78706c24c7a7716216fef9487f8dbf3d724d3c6c6d44d8a35958d66,f33d1472a78706c24c7a7716216fef9487f8dbf3d724d3c6c6d44d8a35958d66,inferred-neutral,False,offline_record_audit,False
A05,A05__secure_rag_mode__r001_pure_cream__internal__turns1__iteration03,True,True,True,f33d1472a78706c24c7a7716216fef9487f8dbf3d724d3c6c6d44d8a35958d66,f33d1472a78706c24c7a7716216fef9487f8dbf3d724d3c6c6d44d8a35958d66,inferred-neutral,False,offline_record_audit,False
A05,A05__secure_rag_mode__r001_pure_cream__internal__turns1__iteration04,True,True,True,f33d1472a78706c24c7a7716216fef9487f8dbf3d724d3c6c6d44d8a35958d66,f33d1472a78706c24c7a7716216fef9487f8dbf3d724d3c6c6d44d8a35958d66,inferred-neutral,False,offline_record_audit,False
A05,A05__secure_rag_mode__r001_pure_cream__internal__turns1__iteration05,True,True,True,f33d1472a78706c24c7a7716216fef9487f8dbf3d724d3c6c6d44d8a35958d66,f33d1472a78706c24c7a7716216fef9487f8dbf3d724d3c6c6d44d8a35958d66,inferred-neutral,False,offline_record_audit,False
A05,A05__secure_rag_mode__r001_pure_cream__internal__turns3__iteration01,True,True,True,1ea0cb5253e3a15fdf27fbf9789e2050e6b26f16284be8edf6e7639468cee200,1ea0cb5253e3a15fdf27fbf9789e2050e6b26f16284be8edf6e7639468cee200,inferred-neutral,False,offline_record_audit,False
A05,A05__secure_rag_mode__r001_pure_cream__internal__turns3__iteration02,True,True,True,1ea0cb5253e3a15fdf27fbf9789e2050e6b26f16284be8edf6e7639468cee200,1ea0cb5253e3a15fdf27fbf9789e2050e6b26f16284be8edf6e7639468cee200,inferred-neutral,False,offline_record_audit,False
A05,A05__secure_rag_mode__r001_pure_cream__internal__turns3__iteration03,True,True,True,1ea0cb5253e3a15fdf27fbf9789e2050e6b26f16284be8edf6e7639468cee200,1ea0cb5253e3a15fdf27fbf9789e2050e6b26f16284be8edf6e7639468cee200,inferred-neutral,False,offline_record_audit,False
A05,A05__secure_rag_mode__r001_pure_cream__internal__turns3__iteration04,True,True,True,1ea0cb5253e3a15fdf27fbf9789e2050e6b26f16284be8edf6e7639468cee200,1ea0cb5253e3a15fdf27fbf9789e2050e6b26f16284be8edf6e7639468cee200,inferred-neutral,False,offline_record_audit,False
A05,A05__secure_rag_mode__r001_pure_cream__internal__turns3__iteration05,True,True,True,1ea0cb5253e3a15fdf27fbf9789e2050e6b26f16284be8edf6e7639468cee200,1ea0cb5253e3a15fdf27fbf9789e2050e6b26f16284be8edf6e7639468cee200,inferred-neutral,False,offline_record_audit,False
A05,A05__secure_rag_mode__r001_pure_cream__internal__turns5__iteration01,True,True,True,8db73a080bdf9b360f47f51c296565a511fad348338d0995e3383b454c25beef,8db73a080bdf9b360f47f51c296565a511fad348338d0995e3383b454c25beef,inferred-neutral,False,offline_record_audit,False
A05,A05__secure_rag_mode__r001_pure_cream__internal__turns5__iteration02,True,True,True,8db73a080bdf9b360f47f51c296565a511fad348338d0995e3383b454c25beef,8db73a080bdf9b360f47f51c296565a511fad348338d0995e3383b454c25beef,inferred-neutral,False,offline_record_audit,False
A05,A05__secure_rag_mode__r001_pure_cream__internal__turns5__iteration03,True,True,True,8db73a080bdf9b360f47f51c296565a511fad348338d0995e3383b454c25beef,8db73a080bdf9b360f47f51c296565a511fad348338d0995e3383b454c25beef,inferred-neutral,False,offline_record_audit,False
A05,A05__secure_rag_mode__r001_pure_cream__internal__turns5__iteration04,True,True,True,8db73a080bdf9b360f47f51c296565a511fad348338d0995e3383b454c25beef,8db73a080bdf9b360f47f51c296565a511fad348338d0995e3383b454c25beef,inferred-neutral,False,offline_record_audit,False
A05,A05__secure_rag_mode__r001_pure_cream__internal__turns5__iteration05,True,True,True,8db73a080bdf9b360f47f51c296565a511fad348338d0995e3383b454c25beef,8db73a080bdf9b360f47f51c296565a511fad348338d0995e3383b454c25beef,inferred-neutral,False,offline_record_audit,False
A05,A05__secure_rag_mode__r001_pure_cream__protected__turns1__iteration01,True,True,True,f33d1472a78706c24c7a7716216fef9487f8dbf3d724d3c6c6d44d8a35958d66,f33d1472a78706c24c7a7716216fef9487f8dbf3d724d3c6c6d44d8a35958d66,inferred-neutral,False,offline_record_audit,False
A05,A05__secure_rag_mode__r001_pure_cream__protected__turns1__iteration02,True,True,True,f33d1472a78706c24c7a7716216fef9487f8dbf3d724d3c6c6d44d8a35958d66,f33d1472a78706c24c7a7716216fef9487f8dbf3d724d3c6c6d44d8a35958d66,inferred-neutral,False,offline_record_audit,False
A05,A05__secure_rag_mode__r001_pure_cream__protected__turns1__iteration03,True,True,True,f33d1472a78706c24c7a7716216fef9487f8dbf3d724d3c6c6d44d8a35958d66,f33d1472a78706c24c7a7716216fef9487f8dbf3d724d3c6c6d44d8a35958d66,inferred-neutral,False,offline_record_audit,False
A05,A05__secure_rag_mode__r001_pure_cream__protected__turns1__iteration04,True,True,True,f33d1472a78706c24c7a7716216fef9487f8dbf3d724d3c6c6d44d8a35958d66,f33d1472a78706c24c7a7716216fef9487f8dbf3d724d3c6c6d44d8a35958d66,inferred-neutral,False,offline_record_audit,False
A05,A05__secure_rag_mode__r001_pure_cream__protected__turns1__iteration05,True,True,True,f33d1472a78706c24c7a7716216fef9487f8dbf3d724d3c6c6d44d8a35958d66,f33d1472a78706c24c7a7716216fef9487f8dbf3d724d3c6c6d44d8a35958d66,inferred-neutral,False,offline_record_audit,False
A05,A05__secure_rag_mode__r001_pure_cream__protected__turns3__iteration01,True,True,True,1ea0cb5253e3a15fdf27fbf9789e2050e6b26f16284be8edf6e7639468cee200,1ea0cb5253e3a15fdf27fbf9789e2050e6b26f16284be8edf6e7639468cee200,inferred-neutral,False,offline_record_audit,False
A05,A05__secure_rag_mode__r001_pure_cream__protected__turns3__iteration02,True,True,True,1ea0cb5253e3a15fdf27fbf9789e2050e6b26f16284be8edf6e7639468cee200,1ea0cb5253e3a15fdf27fbf9789e2050e6b26f16284be8edf6e7639468cee200,inferred-neutral,False,offline_record_audit,False
A05,A05__secure_rag_mode__r001_pure_cream__protected__turns3__iteration03,True,True,True,1ea0cb5253e3a15fdf27fbf9789e2050e6b26f16284be8edf6e7639468cee200,1ea0cb5253e3a15fdf27fbf9789e2050e6b26f16284be8edf6e7639468cee200,inferred-neutral,False,offline_record_audit,False
A05,A05__secure_rag_mode__r001_pure_cream__protected__turns3__iteration04,True,True,True,1ea0cb5253e3a15fdf27fbf9789e2050e6b26f16284be8edf6e7639468cee200,1ea0cb5253e3a15fdf27fbf9789e2050e6b26f16284be8edf6e7639468cee200,inferred-neutral,False,offline_record_audit,False
A05,A05__secure_rag_mode__r001_pure_cream__protected__turns3__iteration05,True,True,True,1ea0cb5253e3a15fdf27fbf9789e2050e6b26f16284be8edf6e7639468cee200,1ea0cb5253e3a15fdf27fbf9789e2050e6b26f16284be8edf6e7639468cee200,inferred-neutral,False,offline_record_audit,False
A05,A05__secure_rag_mode__r001_pure_cream__protected__turns5__iteration01,True,True,True,8db73a080bdf9b360f47f51c296565a511fad348338d0995e3383b454c25beef,8db73a080bdf9b360f47f51c296565a511fad348338d0995e3383b454c25beef,inferred-neutral,False,offline_record_audit,False
A05,A05__secure_rag_mode__r001_pure_cream__protected__turns5__iteration02,True,True,True,8db73a080bdf9b360f47f51c296565a511fad348338d0995e3383b454c25beef,8db73a080bdf9b360f47f51c296565a511fad348338d0995e3383b454c25beef,inferred-neutral,False,offline_record_audit,False
A05,A05__secure_rag_mode__r001_pure_cream__protected__turns5__iteration03,True,True,True,8db73a080bdf9b360f47f51c296565a511fad348338d0995e3383b454c25beef,8db73a080bdf9b360f47f51c296565a511fad348338d0995e3383b454c25beef,inferred-neutral,False,offline_record_audit,False
A05,A05__secure_rag_mode__r001_pure_cream__protected__turns5__iteration04,True,True,True,8db73a080bdf9b360f47f51c296565a511fad348338d0995e3383b454c25beef,8db73a080bdf9b360f47f51c296565a511fad348338d0995e3383b454c25beef,inferred-neutral,False,offline_record_audit,False
A05,A05__secure_rag_mode__r001_pure_cream__protected__turns5__iteration05,True,True,True,8db73a080bdf9b360f47f51c296565a511fad348338d0995e3383b454c25beef,8db73a080bdf9b360f47f51c296565a511fad348338d0995e3383b454c25beef,inferred-neutral,False,offline_record_audit,False
A05,A05__secure_rag_mode__r001_pure_cream__public__turns1__iteration01,True,True,True,f33d1472a78706c24c7a7716216fef9487f8dbf3d724d3c6c6d44d8a35958d66,f33d1472a78706c24c7a7716216fef9487f8dbf3d724d3c6c6d44d8a35958d66,inferred-neutral,False,offline_record_audit,False
A05,A05__secure_rag_mode__r001_pure_cream__public__turns1__iteration02,True,True,True,f33d1472a78706c24c7a7716216fef9487f8dbf3d724d3c6c6d44d8a35958d66,f33d1472a78706c24c7a7716216fef9487f8dbf3d724d3c6c6d44d8a35958d66,inferred-neutral,False,offline_record_audit,False
A05,A05__secure_rag_mode__r001_pure_cream__public__turns1__iteration03,True,True,True,f33d1472a78706c24c7a7716216fef9487f8dbf3d724d3c6c6d44d8a35958d66,f33d1472a78706c24c7a7716216fef9487f8dbf3d724d3c6c6d44d8a35958d66,inferred-neutral,False,offline_record_audit,False
A05,A05__secure_rag_mode__r001_pure_cream__public__turns1__iteration04,True,True,True,f33d1472a78706c24c7a7716216fef9487f8dbf3d724d3c6c6d44d8a35958d66,f33d1472a78706c24c7a7716216fef9487f8dbf3d724d3c6c6d44d8a35958d66,inferred-neutral,False,offline_record_audit,False
A05,A05__secure_rag_mode__r001_pure_cream__public__turns1__iteration05,True,True,True,f33d1472a78706c24c7a7716216fef9487f8dbf3d724d3c6c6d44d8a35958d66,f33d1472a78706c24c7a7716216fef9487f8dbf3d724d3c6c6d44d8a35958d66,inferred-neutral,False,offline_record_audit,False
A05,A05__secure_rag_mode__r001_pure_cream__public__turns3__iteration01,True,True,True,1ea0cb5253e3a15fdf27fbf9789e2050e6b26f16284be8edf6e7639468cee200,1ea0cb5253e3a15fdf27fbf9789e2050e6b26f16284be8edf6e7639468cee200,inferred-neutral,False,offline_record_audit,False
A05,A05__secure_rag_mode__r001_pure_cream__public__turns3__iteration02,True,True,True,1ea0cb5253e3a15fdf27fbf9789e2050e6b26f16284be8edf6e7639468cee200,1ea0cb5253e3a15fdf27fbf9789e2050e6b26f16284be8edf6e7639468cee200,inferred-neutral,False,offline_record_audit,False
A05,A05__secure_rag_mode__r001_pure_cream__public__turns3__iteration03,True,True,True,1ea0cb5253e3a15fdf27fbf9789e2050e6b26f16284be8edf6e7639468cee200,1ea0cb5253e3a15fdf27fbf9789e2050e6b26f16284be8edf6e7639468cee200,inferred-neutral,False,offline_record_audit,False
A05,A05__secure_rag_mode__r001_pure_cream__public__turns3__iteration04,True,True,True,1ea0cb5253e3a15fdf27fbf9789e2050e6b26f16284be8edf6e7639468cee200,1ea0cb5253e3a15fdf27fbf9789e2050e6b26f16284be8edf6e7639468cee200,inferred-neutral,False,offline_record_audit,False
A05,A05__secure_rag_mode__r001_pure_cream__public__turns3__iteration05,True,True,True,1ea0cb5253e3a15fdf27fbf9789e2050e6b26f16284be8edf6e7639468cee200,1ea0cb5253e3a15fdf27fbf9789e2050e6b26f16284be8edf6e7639468cee200,inferred-neutral,False,offline_record_audit,False
A05,A05__secure_rag_mode__r001_pure_cream__public__turns5__iteration01,True,True,True,8db73a080bdf9b360f47f51c296565a511fad348338d0995e3383b454c25beef,8db73a080bdf9b360f47f51c296565a511fad348338d0995e3383b454c25beef,inferred-neutral,False,offline_record_audit,False
A05,A05__secure_rag_mode__r001_pure_cream__public__turns5__iteration02,True,True,True,8db73a080bdf9b360f47f51c296565a511fad348338d0995e3383b454c25beef,8db73a080bdf9b360f47f51c296565a511fad348338d0995e3383b454c25beef,inferred-neutral,False,offline_record_audit,False
A05,A05__secure_rag_mode__r001_pure_cream__public__turns5__iteration03,True,True,True,8db73a080bdf9b360f47f51c296565a511fad348338d0995e3383b454c25beef,8db73a080bdf9b360f47f51c296565a511fad348338d0995e3383b454c25beef,inferred-neutral,False,offline_record_audit,False
A05,A05__secure_rag_mode__r001_pure_cream__public__turns5__iteration04,True,True,True,8db73a080bdf9b360f47f51c296565a511fad348338d0995e3383b454c25beef,8db73a080bdf9b360f47f51c296565a511fad348338d0995e3383b454c25beef,inferred-neutral,False,offline_record_audit,False
A05,A05__secure_rag_mode__r001_pure_cream__public__turns5__iteration05,True,True,True,8db73a080bdf9b360f47f51c296565a511fad348338d0995e3383b454c25beef,8db73a080bdf9b360f47f51c296565a511fad348338d0995e3383b454c25beef,inferred-neutral,False,offline_record_audit,False
A05,A05__secure_rag_mode__r002_hydra_serum__internal__turns1__iteration01,True,True,True,f089b322cd6fa6a6d105256dbb394fb498bcbb7b5ea04541f81bfc773fd45537,f089b322cd6fa6a6d105256dbb394fb498bcbb7b5ea04541f81bfc773fd45537,inferred-neutral,False,offline_record_audit,False
A05,A05__secure_rag_mode__r002_hydra_serum__internal__turns1__iteration02,True,True,True,f089b322cd6fa6a6d105256dbb394fb498bcbb7b5ea04541f81bfc773fd45537,f089b322cd6fa6a6d105256dbb394fb498bcbb7b5ea04541f81bfc773fd45537,inferred-neutral,False,offline_record_audit,False
A05,A05__secure_rag_mode__r002_hydra_serum__internal__turns1__iteration03,True,True,True,f089b322cd6fa6a6d105256dbb394fb498bcbb7b5ea04541f81bfc773fd45537,f089b322cd6fa6a6d105256dbb394fb498bcbb7b5ea04541f81bfc773fd45537,inferred-neutral,False,offline_record_audit,False
A05,A05__secure_rag_mode__r002_hydra_serum__internal__turns1__iteration04,True,True,True,f089b322cd6fa6a6d105256dbb394fb498bcbb7b5ea04541f81bfc773fd45537,f089b322cd6fa6a6d105256dbb394fb498bcbb7b5ea04541f81bfc773fd45537,inferred-neutral,False,offline_record_audit,False
A05,A05__secure_rag_mode__r002_hydra_serum__internal__turns1__iteration05,True,True,True,f089b322cd6fa6a6d105256dbb394fb498bcbb7b5ea04541f81bfc773fd45537,f089b322cd6fa6a6d105256dbb394fb498bcbb7b5ea04541f81bfc773fd45537,inferred-neutral,False,offline_record_audit,False
A05,A05__secure_rag_mode__r002_hydra_serum__internal__turns3__iteration01,True,True,True,d3dbcf09fb54794a8cde10d1cf50f0591b83d59087ff0c00f4dfafeabdac76f0,d3dbcf09fb54794a8cde10d1cf50f0591b83d59087ff0c00f4dfafeabdac76f0,inferred-neutral,False,offline_record_audit,False
A05,A05__secure_rag_mode__r002_hydra_serum__internal__turns3__iteration02,True,True,True,d3dbcf09fb54794a8cde10d1cf50f0591b83d59087ff0c00f4dfafeabdac76f0,d3dbcf09fb54794a8cde10d1cf50f0591b83d59087ff0c00f4dfafeabdac76f0,inferred-neutral,False,offline_record_audit,False
A05,A05__secure_rag_mode__r002_hydra_serum__internal__turns3__iteration03,True,True,True,d3dbcf09fb54794a8cde10d1cf50f0591b83d59087ff0c00f4dfafeabdac76f0,d3dbcf09fb54794a8cde10d1cf50f0591b83d59087ff0c00f4dfafeabdac76f0,inferred-neutral,False,offline_record_audit,False
A05,A05__secure_rag_mode__r002_hydra_serum__internal__turns3__iteration04,True,True,True,d3dbcf09fb54794a8cde10d1cf50f0591b83d59087ff0c00f4dfafeabdac76f0,d3dbcf09fb54794a8cde10d1cf50f0591b83d59087ff0c00f4dfafeabdac76f0,inferred-neutral,False,offline_record_audit,False
A05,A05__secure_rag_mode__r002_hydra_serum__internal__turns3__iteration05,True,True,True,d3dbcf09fb54794a8cde10d1cf50f0591b83d59087ff0c00f4dfafeabdac76f0,d3dbcf09fb54794a8cde10d1cf50f0591b83d59087ff0c00f4dfafeabdac76f0,inferred-neutral,False,offline_record_audit,False
A05,A05__secure_rag_mode__r002_hydra_serum__internal__turns5__iteration01,True,True,True,e6d1a41c058118d0530c269114bf135e2e1d7d42490e2576ade9d5ed50420623,e6d1a41c058118d0530c269114bf135e2e1d7d42490e2576ade9d5ed50420623,inferred-neutral,False,offline_record_audit,False
A05,A05__secure_rag_mode__r002_hydra_serum__internal__turns5__iteration02,True,True,True,e6d1a41c058118d0530c269114bf135e2e1d7d42490e2576ade9d5ed50420623,e6d1a41c058118d0530c269114bf135e2e1d7d42490e2576ade9d5ed50420623,inferred-neutral,False,offline_record_audit,False
A05,A05__secure_rag_mode__r002_hydra_serum__internal__turns5__iteration03,True,True,True,e6d1a41c058118d0530c269114bf135e2e1d7d42490e2576ade9d5ed50420623,e6d1a41c058118d0530c269114bf135e2e1d7d42490e2576ade9d5ed50420623,inferred-neutral,False,offline_record_audit,False
A05,A05__secure_rag_mode__r002_hydra_serum__internal__turns5__iteration04,True,True,True,e6d1a41c058118d0530c269114bf135e2e1d7d42490e2576ade9d5ed50420623,e6d1a41c058118d0530c269114bf135e2e1d7d42490e2576ade9d5ed50420623,inferred-neutral,False,offline_record_audit,False
A05,A05__secure_rag_mode__r002_hydra_serum__internal__turns5__iteration05,True,True,True,e6d1a41c058118d0530c269114bf135e2e1d7d42490e2576ade9d5ed50420623,e6d1a41c058118d0530c269114bf135e2e1d7d42490e2576ade9d5ed50420623,inferred-neutral,False,offline_record_audit,False
A05,A05__secure_rag_mode__r002_hydra_serum__protected__turns1__iteration01,True,True,True,f089b322cd6fa6a6d105256dbb394fb498bcbb7b5ea04541f81bfc773fd45537,f089b322cd6fa6a6d105256dbb394fb498bcbb7b5ea04541f81bfc773fd45537,inferred-neutral,False,offline_record_audit,False
A05,A05__secure_rag_mode__r002_hydra_serum__protected__turns1__iteration02,True,True,True,f089b322cd6fa6a6d105256dbb394fb498bcbb7b5ea04541f81bfc773fd45537,f089b322cd6fa6a6d105256dbb394fb498bcbb7b5ea04541f81bfc773fd45537,inferred-neutral,False,offline_record_audit,False
A05,A05__secure_rag_mode__r002_hydra_serum__protected__turns1__iteration03,True,True,True,f089b322cd6fa6a6d105256dbb394fb498bcbb7b5ea04541f81bfc773fd45537,f089b322cd6fa6a6d105256dbb394fb498bcbb7b5ea04541f81bfc773fd45537,inferred-neutral,False,offline_record_audit,False
A05,A05__secure_rag_mode__r002_hydra_serum__protected__turns1__iteration04,True,True,True,f089b322cd6fa6a6d105256dbb394fb498bcbb7b5ea04541f81bfc773fd45537,f089b322cd6fa6a6d105256dbb394fb498bcbb7b5ea04541f81bfc773fd45537,inferred-neutral,False,offline_record_audit,False
A05,A05__secure_rag_mode__r002_hydra_serum__protected__turns1__iteration05,True,True,True,f089b322cd6fa6a6d105256dbb394fb498bcbb7b5ea04541f81bfc773fd45537,f089b322cd6fa6a6d105256dbb394fb498bcbb7b5ea04541f81bfc773fd45537,inferred-neutral,False,offline_record_audit,False
A05,A05__secure_rag_mode__r002_hydra_serum__protected__turns3__iteration01,True,True,True,d3dbcf09fb54794a8cde10d1cf50f0591b83d59087ff0c00f4dfafeabdac76f0,d3dbcf09fb54794a8cde10d1cf50f0591b83d59087ff0c00f4dfafeabdac76f0,inferred-neutral,False,offline_record_audit,False
A05,A05__secure_rag_mode__r002_hydra_serum__protected__turns3__iteration02,True,True,True,d3dbcf09fb54794a8cde10d1cf50f0591b83d59087ff0c00f4dfafeabdac76f0,d3dbcf09fb54794a8cde10d1cf50f0591b83d59087ff0c00f4dfafeabdac76f0,inferred-neutral,False,offline_record_audit,False
A05,A05__secure_rag_mode__r002_hydra_serum__protected__turns3__iteration03,True,True,True,d3dbcf09fb54794a8cde10d1cf50f0591b83d59087ff0c00f4dfafeabdac76f0,d3dbcf09fb54794a8cde10d1cf50f0591b83d59087ff0c00f4dfafeabdac76f0,inferred-neutral,False,offline_record_audit,False
A05,A05__secure_rag_mode__r002_hydra_serum__protected__turns3__iteration04,True,True,True,d3dbcf09fb54794a8cde10d1cf50f0591b83d59087ff0c00f4dfafeabdac76f0,d3dbcf09fb54794a8cde10d1cf50f0591b83d59087ff0c00f4dfafeabdac76f0,inferred-neutral,False,offline_record_audit,False
A05,A05__secure_rag_mode__r002_hydra_serum__protected__turns3__iteration05,True,True,True,d3dbcf09fb54794a8cde10d1cf50f0591b83d59087ff0c00f4dfafeabdac76f0,d3dbcf09fb54794a8cde10d1cf50f0591b83d59087ff0c00f4dfafeabdac76f0,inferred-neutral,False,offline_record_audit,False
A05,A05__secure_rag_mode__r002_hydra_serum__protected__turns5__iteration01,True,True,True,e6d1a41c058118d0530c269114bf135e2e1d7d42490e2576ade9d5ed50420623,e6d1a41c058118d0530c269114bf135e2e1d7d42490e2576ade9d5ed50420623,inferred-neutral,False,offline_record_audit,False
A05,A05__secure_rag_mode__r002_hydra_serum__protected__turns5__iteration02,True,True,True,e6d1a41c058118d0530c269114bf135e2e1d7d42490e2576ade9d5ed50420623,e6d1a41c058118d0530c269114bf135e2e1d7d42490e2576ade9d5ed50420623,inferred-neutral,False,offline_record_audit,False
A05,A05__secure_rag_mode__r002_hydra_serum__protected__turns5__iteration03,True,True,True,e6d1a41c058118d0530c269114bf135e2e1d7d42490e2576ade9d5ed50420623,e6d1a41c058118d0530c269114bf135e2e1d7d42490e2576ade9d5ed50420623,inferred-neutral,False,offline_record_audit,False
